customer_id,store_id,annual_income,monthly_spend,avg_basket_value,marketing_spend,target_sales
160,69,38339.02335,1245.317896,158.5915945,815.7126223,18267.36803
161,19,5264.241481,6374.000517,85.54557129,1682.801883,16721.09214
162,53,29537.24539,1178.09237,52.71557085,203.1413982,17926.84892
163,3,16721.66712,18365.85836,87.14700061,701.2561697,18601.40994
164,15,32488.857,979.4346794,215.5840782,171.8694268,17890.01364
165,66,97863.22922,3454.879125,285.3080564,240.8031887,19971.51036
166,88,81212.48669,2138.42136,94.19981776,324.131225,19357.53991
167,17,45266.85057,3453.386233,112.9812115,644.7794911,18886.58639
168,91,60219.99972,6652.462594,438.9145997,1152.271619,19633.41701
169,95,8197.559764,13782.77041,101.5450966,1446.758523,17708.54917
170,52,44128.78041,17735.07441,98.89594285,131.7281297,19880.02013
171,62,67813.10735,8997.58797,334.1512688,293.3005725,19892.19008
172,29,17923.58485,2507.139936,178.8377763,239.3099506,17593.65046
173,25,54447.2489,1334.002095,89.84493773,4036.329772,18645.85833
174,6,24814.25955,16453.68235,75.67537725,737.0234723,18958.78743
175,42,98765.80804,40191.78907,186.6737712,1446.072231,21036.23882
176,54,110020.1474,314.0000623,118.8041391,1420.657924,18898.33942
177,75,21273.48853,2176.449274,96.51977542,719.0954527,17835.62102
178,44,156830.7675,11117.59016,118.0855297,1133.29648,20990.99545
179,27,30029.02531,1271.849387,60.27752178,327.4943992,17921.57537
180,53,285484.9403,4342.392948,251.6330282,281.2110264,21294.36206
181,94,22213.2844,1127.801266,211.33128,2152.687798,17504.72443
182,18,38706.24804,11077.66881,471.6131596,827.6504391,19239.385
183,11,44944.75816,3600.026547,126.0074201,562.4751042,18990.68603
184,85,17140.57866,35727.99048,176.4283206,333.8382289,19005.48167
185,77,6467.988688,5063.745786,67.9716705,311.5749484,16776.95309
186,51,16324.07112,5052.884812,122.6705717,412.2825963,17861.47176
187,62,106895.3577,7912.232585,200.251229,148.5848994,20441.04233
188,24,26142.9123,7736.234489,88.08243055,516.8495566,18651.9516
189,15,0,1363.852755,98.9787023,104.1275722,17719.84084
190,93,165512.4841,1646.634608,155.0423148,61.1772757,20198.23196
191,99,59488.47006,4223.422152,118.7675507,22.49522515,19314.34499
192,35,73299.44811,5039.581424,133.4316981,1671.237114,19747.45128
193,62,84918.61952,508.6872006,199.9592748,1191.939373,18616.66037
194,64,14655.66209,8294.874727,287.0184371,89.89720049,18032.29411
195,90,41139.58975,9847.734848,203.6268929,350.3969439,19431.13987
196,3,42201.74675,4879.154558,296.4234679,89.15334266,19058.29749
197,73,30981.12376,5651.958525,48.7721018,209.2538172,18751.44178
198,94,12172.90903,2811.354533,338.4757248,645.3930232,17248.35537
199,26,57744.29036,3343.192577,72.16603154,297.2639557,19261.21125
200,98,6915.614952,1249.872663,103.4155026,1793.804145,16223.8881
201,51,14227.5177,2657.330916,124.9969799,285.0087779,17453.94784
202,98,16165.94027,2970.857034,179.8116555,363.07951,17641.89798
203,45,24049.47179,13672.57572,55.9457415,362.1406771,18857.7
204,7,84211.9906,3189.824179,291.295551,534.8486745,19672.83397
205,78,190361.5489,3555.307337,192.6935929,616.9314654,20617.98547
206,59,203270.9962,15481.87955,106.6533619,-772.4824745,21620.39057
207,71,81329.11736,2523.828552,228.4068676,903.0471799,19471.7196
208,62,56370.0838,2397.265663,141.011339,1030.746973,19038.08612
209,20,3510.280168,6396.102104,151.7707162,1200.704902,16235.74742
210,23,112433.7734,13650.35346,237.122412,239.4898152,20679.291
211,26,503302.4531,12388.76334,149.6570336,265.1973098,22563.09381
212,85,57118.10568,3179.938834,125.3669005,175.2270455,19214.03501
213,88,45891.68912,2189.20631,185.1545819,1510.506803,18664.82692
214,11,73035.12924,1935.806629,162.0214571,400.8040243,19290.85869
215,4,75254.31969,4160.537242,217.7650137,391.1658673,19550.2632
216,19,41560.9513,6568.022467,213.967741,389.0078188,19122.66622
217,88,24988.82825,63061.53216,31.6158318,1025.614696,19674.90348
218,63,52143.7293,4653.049089,42.54962374,271.291904,19205.06913
219,35,9211.525866,3995.522183,150.0337252,283.7632533,17037.74593
220,56,5527.956281,2056.182578,252.2813747,408.0492237,16123.90474
221,68,141625.091,13256.46788,191.1264609,530.7799013,20923.93693
222,59,22969.87077,2051.707672,185.152274,484.1728385,17826.06996
223,6,74306.63125,11599.55885,91.90697123,23.50669207,20069.736
224,8,171887.2452,1810.215069,163.9913651,1032.556528,20188.79916
225,78,123041.9151,3008.220934,58.51131658,837.9562562,20015.54219
226,80,20881.25804,11688.88353,209.075626,765.4449321,18613.4682
227,7,50249.40723,6629.436614,65.68303581,792.642257,19343.38392
228,46,11315.32207,7252.356154,145.484972,294.3000604,17651.58409
229,37,32709.69835,1349.145585,354.653109,123.6735225,18175.91134
230,37,103364.5099,3801.06608,221.849749,861.5579379,20060.7282
231,68,37497.37616,9798.133704,150.1550927,132.3369619,19261.21789
232,50,2097.771149,3906.724677,231.738724,978.3976751,15280.30714
233,71,3822.793026,2848.063309,246.3117972,219.421085,15769.22435
234,5,16291.75498,8781.096283,103.5997237,516.0627946,18164.23944
235,10,137756.3273,4142.232987,70.10038907,703.4681661,20290.19203
236,59,44315.29966,20615.39213,274.2719132,568.0073597,19817.40783
237,28,41825.987,9869.767419,160.1531039,3625.655627,19409.96814
238,19,9740.354735,1769.382241,123.8289794,826.362515,16811.14716
239,70,42042.30497,5175.29332,125.00768,612.2501241,19039.22409
240,87,3732.478198,21546.95696,64.74255167,124.6728306,16884.30403
241,39,51114.94419,1347.701236,84.4266594,232.9048831,18572.91063
242,5,118094.4931,2974.718989,230.2609388,80.55593889,19884.23388
243,15,16033.13301,5186.565229,105.474409,137.2285546,17992.23369
244,41,107408.6586,2113.051516,78.20784336,1142.249055,19780.78495
245,22,17678.50225,1857.073617,121.0259251,583.7785682,17453.1696
246,15,42081.97384,2777.63625,163.549784,681.7180849,18772.38065
247,16,31699.74282,1312.677829,126.9681515,836.457901,17984.73265
248,23,39889.46454,25486.64854,44.6428262,102.8313918,19709.0616
249,81,167201.2967,3440.289251,93.74009313,497.8327654,20548.87245
250,70,87659.56118,2515.906484,384.3776003,1426.665125,19463.93571
251,6,18440.01947,12606.51835,128.4741829,664.9710893,18549.00833
252,22,2287.095095,7607.614005,109.4744661,139.2798431,15791.59973
253,23,88858.75608,5775.240686,390.1503672,1383.612915,20063.38028
254,80,77956.75489,3213.929361,314.7611007,443.124983,19610.03637
255,56,42852.16842,861.7652006,91.07509753,351.0479624,18107.77753
256,54,20781.30848,2056.88684,230.5547959,296.7015413,17710.25089
257,3,179585.7052,8300.894591,103.0219272,252.8530863,21084.51445
258,21,6080.171215,1920.505494,302.5832459,2831.023064,16265.92266
259,70,16574.51673,3812.534069,242.1567089,941.9799987,17736.71301
260,97,8380.431749,2870.743998,185.1706061,217.045415,16882.78815
261,91,52643.97591,1651.475248,102.6206093,590.4773926,18732.8739
262,22,22775.88276,2815.608695,265.1137374,-589.2188802,17967.41331
263,15,299895.8059,10076.56081,102.0917712,2181.266742,21795.49373
264,64,36967.9438,3145.253957,275.1228987,532.2876951,18489.92502
265,60,28600.88657,13082.01344,405.4630719,395.0153232,19122.41622
266,4,64389.14878,22408.85212,85.70380052,958.1525215,20309.45571
267,68,17462.36354,1558.918054,378.2893193,-576.6535276,17436.17124
268,20,12284.46521,4320.773082,78.50356576,1747.811405,17491.67312
269,78,62007.2116,9803.413606,158.5689065,221.4995625,19894.08501
270,19,22269.68477,2926.117405,124.4912429,1095.233009,17933.33328
271,30,96372.3433,9170.553191,44.90699012,3097.213281,20388.26982
272,43,50755.73827,5515.888663,105.5071905,1227.071522,19335.64547
273,31,40799.33373,1708.025275,96.43336489,148.8553752,18558.24104
274,46,38888.36431,6025.282383,530.0912231,451.9193833,19031.63949
275,38,33312.55672,11213.95852,284.7383043,260.4650115,19154.26838
276,39,54585.77095,3422.299048,102.9942827,1077.84714,19099.41717
277,10,24410.63108,1220.471284,130.8783086,547.0565361,17576.30978
278,62,5127.099095,9749.575128,97.40516838,86.14302942,16833.6282
279,34,39253.66506,12353.35081,246.6426057,389.371465,19368.43602
280,18,22911.69755,2751.668613,219.5342681,513.0317442,17960.19751
281,15,9164.37909,3054.818269,80.36764825,382.8630136,16982.36532
282,50,79275.54376,8207.466413,245.2746261,666.3031063,20058.36546
283,71,24828.66395,7251.017699,78.0900975,1183.196461,18612.69141
284,95,6340.833474,25833.89655,190.3158633,1735.607672,17587.10772
285,58,33699.37345,2458.202291,86.12321552,198.7459468,18403.19852
286,89,18494.60348,2494.665314,172.0837282,1154.430882,17685.97583
287,37,6623.987231,9414.449486,115.53652,268.4885871,17105.61221
288,88,49621.85561,12657.91124,207.0864722,347.8022469,19709.95515
289,17,12701.06223,5870.126734,789.0239685,588.1559442,17760.75894
290,63,74486.32269,4273.339629,182.1788773,576.8215659,19657.06299
291,23,14801.89599,13543.88528,245.5394196,179.2472048,18273.26051
292,9,96475.69504,7522.201931,73.25449391,184.9661379,20217.29422
293,96,55571.3741,8382.390521,157.4132952,2224.647822,19534.20143
294,53,40481.88611,2923.789218,185.9143457,2814.169374,18773.12166
295,50,17054.41875,5935.531257,79.44716258,1553.22655,18063.77506
296,7,89752.45264,16720.12456,168.8345389,261.2237133,20564.80925
297,48,60087.40467,12656.82643,24.24990921,1086.001556,19989.40651
298,61,25275.75058,2765.900469,121.8031362,612.2328821,18089.26845
299,36,64902.23246,2255.668692,49.21408992,83.02244019,19181.06613
300,51,13022.29114,997.3847753,115.9902794,2963.690158,16804.36856
301,16,10099.42879,3946.785216,344.4570656,606.9782622,17178.64613
302,5,0,11289.34888,257.1164469,408.6429339,19081.8684
303,53,38992.19495,902.6406553,86.15560754,639.2070157,18127.68792
304,20,55709.5348,2795.696578,112.3545852,78.24030794,19210.27514
305,58,38756.23097,1701.340427,66.20282347,587.9484021,18419.53918
306,39,125581.9069,7286.6795,623.1295865,189.5694522,20568.98681
307,96,9991.56333,1564.966221,190.7889836,495.8679876,16716.97663
308,34,64108.11695,4427.664845,67.24000307,264.1370896,19523.12056
309,29,45507.98283,1901.685739,32.80808206,843.8853974,18677.41614
310,21,140957.1133,18902.95568,128.9351616,355.8839302,21159.1694
311,92,41147.39627,4723.727544,237.8241109,92.98547601,18922.49399
312,84,49826.57606,1280.825618,182.1859465,1629.591246,18582.66726
313,83,211352.7785,3201.368913,63.82428623,953.866399,20754.78679
314,70,80522.42185,10103.79428,96.84559994,604.4647304,20209.71352
315,52,66739.73159,19146.33263,122.7759079,124.4588517,20205.96044
316,14,24584.38821,22134.00485,251.3835832,540.1783696,19027.4532
317,68,41728.93297,3858.609968,177.4507132,2673.978794,18876.66176
318,75,6957.581494,7286.922431,120.7857583,13495.73089,17064.80267
319,17,15619.48739,18159.82141,370.2621055,527.9388208,18529.34812
320,31,69354.9877,5761.652263,45.11462829,234.0428159,19670.22919
321,24,6129.272889,25166.10405,222.7345117,243.2215874,17409.53507
322,40,39850.56953,34453.64419,57.49868628,935.2402852,19930.25816
323,33,36968.9735,4049.279142,69.50431441,637.3999416,18817.69415
324,25,53588.98297,10334.07468,50.81679928,1260.384159,19718.35533
325,6,6658.85181,3050.420393,235.3517905,93.84204631,16612.54785
326,75,4765.410719,16926.26732,52.5575676,74.59690595,17027.18273
327,41,110146.006,11154.26541,21.88396548,2364.66884,20572.17314
328,19,40567.38857,3609.254994,199.3809825,1813.286469,18860.41336
329,2,54729.71506,5373.737808,182.4780048,348.4208806,19377.47699
330,73,182888.4197,19014.88206,144.2896986,-218.0969902,21436.65663
331,18,43210.46748,2840.909108,94.9142707,807.5554094,18844.70254
332,34,5094.165354,35345.49683,131.0108551,254.0350893,17449.10165
333,99,26579.9284,3174.665562,358.8205495,756.4719873,18287.98667
334,89,82320.40898,3553.250355,302.2771476,491.2629641,19604.72273
335,34,23732.2268,14458.45529,200.46308,1141.312283,18834.28604
336,100,26826.03391,3440.093644,399.1047818,225.8065378,18382.77054
337,81,19899.35376,10807.98083,139.8364178,989.9264763,18463.72039
338,27,157609.4713,12559.78939,288.0457474,100.2913089,21019.82314
339,48,125907.4303,4051.64532,54.745988,107.7684151,20211.24657
340,57,5944.356602,6932.196334,214.0147413,928.3763579,16831.14034
341,35,243844.7075,3255.069935,118.387467,156.6717994,20911.47344
342,6,16746.04722,13785.58321,100.7869493,2603.861236,18445.15434
343,56,275857.3213,2639.398206,55.93215814,2978.565116,21028.75295
344,23,9760.175716,6573.379507,215.445122,68.14342272,17430.96804
345,3,109274.3301,19021.59471,101.9366533,234.8732342,20775.28082
346,71,20610.79041,6729.733334,169.5868745,322.2394009,18282.75299
347,28,31078.73162,2037.913281,246.4772419,70.2706981,18245.64647
348,41,87848.94738,13670.14756,251.4284005,1289.10331,20438.45464
349,76,17332.58702,1302.168472,95.98293156,995.6380819,17265.5732
350,91,49777.2176,8333.003537,703.2799186,215.9867169,19402.03071
351,12,49388.07194,3656.385572,171.9470185,355.0970547,19111.7227
352,46,119523.237,10365.58032,420.8077625,178.515467,20656.25254
353,1,142437.3007,13567.91088,94.33213182,329.3698869,20944.13913
354,11,237759.3685,25864.03385,137.5291202,962.4016161,21965.27418
355,42,49210.88733,7252.305905,109.4378209,291.1313356,19428.85192
356,62,54650.93929,26122.24064,294.8381711,519.1257436,20221.09601
357,73,20566.23904,9754.041801,290.2165777,113.791045,18506.32776
358,20,16867.06496,14642.06247,39.33709995,38.21773815,18495.2935
359,11,9689.809651,1471.12286,204.2645547,445.8201553,16609.1815
360,75,28961.32273,7036.02421,131.764859,7735.729283,18787.06699
361,69,42463.59466,33167.98295,96.70211439,36.02461938,19957.68068
362,76,37057.16666,6423.777661,65.34389833,332.0676437,19064.78094
363,16,64429.19333,2789.030401,190.3883118,1550.483982,19250.28216
364,44,9356.289194,6386.954199,253.6077154,327.7045147,17349.56048
365,25,205377.3168,5395.323579,260.9793811,142.402706,21002.60079
366,6,49370.53825,4681.939268,178.1398541,212.6425531,19157.32421
367,53,108358.8494,2996.747001,210.1390687,1445.855939,19975.51881
368,77,51289.81782,3658.664402,133.3145074,219.1600731,19015.22629
369,84,15115.63881,2922.864416,202.2459563,1231.866055,17586.90819
370,92,26216.24967,1506.999508,515.751194,307.2538204,17896.70664
371,92,1341.734736,6802.036052,232.1305178,1090.196335,15052.88032
372,5,44974.53407,19595.20642,147.5136874,1268.267774,19786.40051
373,28,33883.85547,1306.34606,37.73490188,1609.795344,17997.94582
374,93,122151.1525,1651.767221,90.24203575,189.9763429,19782.92623
375,68,6273.186716,2539.656207,167.1790197,494.6409618,16473.78247
376,60,33570.89489,3458.482075,293.2783325,247.3511207,18655.53869
377,93,26758.09824,2941.041183,690.7859767,632.8134613,18258.34907
378,30,10268.25703,6647.070448,263.0109481,228.581364,17397.46277
379,82,8365.240894,3052.956123,115.8720232,419.2268904,16878.51769
380,99,11209.24067,8826.599351,1109.642721,586.2708328,17683.98337
381,97,97137.97897,3085.79206,132.4315465,-324.8585455,19805.02806
382,53,97274.78101,202.7158056,93.39475244,68.52053847,18387.94827
383,48,8604.615196,18820.53905,354.2402249,4895.948681,17859.48661
384,15,30738.41005,8408.655024,101.9625838,310.5342312,18917.19447
385,48,58301.79272,172.729923,138.2869893,950.682403,17756.60941
386,82,50294.94706,3960.619112,289.2557979,365.3861195,19158.71838
387,90,7954.735384,9466.413498,126.8173518,620.4240791,17373.12082
388,15,19897.02754,4247.061735,318.3526405,775.1984899,18108.45498
389,55,8640.920564,12699.00548,81.69316615,134.5997147,17553.72296
390,51,100349.1696,6216.493096,137.5008737,275.1802235,20206.85618
391,3,486652.5945,465.7818868,42.80641127,2375.871514,20743.66963
392,57,34548.83161,425.2576258,122.3530939,2287.08549,17581.78645
393,32,4248.484289,14985.23935,154.3614805,1056.318559,16904.53228
394,4,82335.93463,28232.88558,332.8267238,373.2514515,20757.96191
395,76,172273.0563,2545.052653,135.407156,77.41635796,20391.80277
396,2,159320.3513,7672.767738,267.5402682,1223.927871,20809.22129
397,9,42814.85221,5368.74373,89.90071855,3807.82104,19103.51249
398,85,61686.17839,3941.943711,66.98350933,547.0742311,19413.20084
399,99,39928.81114,2448.244952,399.2540507,-59.79956002,18608.91477
400,83,74649.25613,6118.356716,332.0122465,3752.525433,19790.46351
401,99,93098.58799,2306.414285,181.7466886,184.0990057,19682.83315
402,44,17092.96811,4320.656467,37.24097506,-1153.175509,17917.56169
403,71,20201.09533,1743.474783,219.8145803,662.7226907,17661.80589
404,73,25805.18002,857.8888507,121.1171304,3060.925256,17483.5813
405,35,28845.24539,5501.213569,151.4899483,717.1838167,18520.62094
406,37,43990.57268,4066.538806,181.0357947,426.6866872,19035.47715
407,100,111152.5782,8286.389676,284.0549884,1188.174658,20550.08532
408,59,9832.317572,6310.53128,230.2594502,615.8298354,17374.60536
409,45,90990.10449,5830.104555,50.84227847,215.7010801,19994.73781
410,71,29821.61884,3209.106388,160.1152653,955.5942224,18378.92237
411,27,2067.053781,3752.356565,183.8197562,1983.618397,15401.6164
412,2,24374.44549,8525.359391,246.705105,190.2129032,18648.50927
