Customer_ID,Age,Gender,City,Signup_Date,Annual_Income_INR,Total_Spend_12M_INR,Purchase_Frequency_12M,Avg_Order_Value_INR,Days_Since_Last_Purchase,Discount_Usage_Pct,Online_Purchase_Pct,App_Visits_Per_Month,Returns_Pct,Categories_Purchased,Loyalty_Points,Customer_Tenure_Months,Campaign_Response_Rate_Pct,Preferred_Channel
CUST00384,32,Female,Mumbai,2023-04-29,1355184.0,83486.0,16,5830.0,24,32.8,85.1,36.0,12.9,8,4334,41,60.3,Mobile App
CUST01396,46,Female,Kolkata,2017-10-25,1835535.0,90292.0,29,3149.0,14,7.0,50.4,13.0,4.3,12,5806,108,14.1,Mobile App
CUST01055,37,Male,Ahmedabad,2022-02-27,1160626.0,80301.0,21,4030.0,46,82.9,73.4,13.0,8.9,4,4653,55,67.5,Store
CUST00756,56,Male,Ahmedabad,2019-10-05,828624.0,48588.0,7,7213.0,47,61.0,72.3,7.0,18.0,7,1786,84,52.7,Store
CUST00325,18,Male,Hyderabad,2020-07-28,1277592.0,23114.0,4,6592.0,251,27.5,35.2,4.0,1.3,3,2147,74,13.9,Website
CUST01624,52,Other,Ahmedabad,2023-10-26,1415735.0,80777.0,21,4514.0,15,20.8,21.9,19.0,0.0,8,4541,35,68.4,Website
CUST00788,18,Male,Kolkata,2021-08-07,956658.0,61051.0,17,3313.0,1,66.9,59.1,11.0,6.5,5,4001,62,49.8,Store
CUST00369,18,Other,Pune,2020-09-27,958727.0,60185.0,17,3025.0,16,95.1,45.7,16.0,10.0,7,4000,72,76.4,Mobile App
CUST01820,41,Female,Mumbai,2025-11-20,,46365.0,30,1853.0,9,39.2,100.0,29.0,3.4,4,2755,9,48.1,Mobile App
CUST00070,32,Female,Chennai,2022-10-11,882157.0,76655.0,25,2820.0,29,34.7,87.6,23.0,2.5,10,4089,47,56.6,Mobile App
CUST00858,38,Male,Bengaluru,2023-08-03,491792.0,14484.0,5,2553.0,227,53.3,76.1,5.0,14.1,1,1912,38,16.2,Store
CUST01484,30,Male,Ahmedabad,2026-01-20,962576.0,52200.0,13,4797.0,29,81.1,71.0,16.0,0.0,5,2538,7,69.9,Website
CUST01556,29,Female,Bengaluru,2020-10-29,2780796.0,167414.0,8,23766.0,58,24.3,47.3,6.0,1.3,5,6440,71,21.5,Website
CUST01692,39,Female,Delhi,2021-10-19,841369.0,33407.0,3,10625.0,173,39.1,20.5,3.0,3.7,1,1724,59,25.9,Store
CUST01475,24,Female,Chennai,2020-10-14,484798.0,110544.0,21,6178.0,20,,100.0,19.0,7.7,5,5615,72,44.0,Mobile App
CUST01799,18,Female,Bengaluru,2023-01-09,1049157.0,44084.0,21,1736.0,6,36.1,89.0,32.0,11.9,7,3557,44,70.1,Mobile App
CUST00479,38,Male,Mumbai,2024-05-24,1561898.0,79078.0,33,2294.0,4,12.8,99.4,14.0,4.0,8,4471,28,44.9,Website
CUST00282,31,Female,Mumbai,2023-02-20,1058353.0,74497.0,24,2953.0,23,76.2,50.9,8.0,3.3,5,4789,43,39.3,Store
CUST01648,55,Male,Ahmedabad,2026-08-07,2732042.0,104826.0,5,21748.0,2,9.1,42.7,6.0,11.9,2,3538,1,19.1,Website
CUST01557,38,Male,Hyderabad,2024-07-16,778317.0,23748.0,1,21588.0,300,20.2,45.3,5.0,10.9,2,1118,26,5.2,Mobile App
CUST01730,51,Female,Chennai,2026-07-04,562802.0,68712.0,16,3457.0,24,52.1,89.0,20.0,6.2,6,2364,2,79.4,Website
CUST00211,51,Female,Bengaluru,2020-10-13,2307417.0,58768.0,5,11179.0,25,14.0,43.5,10.0,6.4,3,3282,72,37.0,Mobile App
CUST00298,22,Male,Pune,2025-09-16,1463371.0,16405.0,4,3500.0,192,23.4,54.3,1.0,12.4,2,711,12,7.2,Website
CUST01885,48,Male,Bengaluru,2024-04-05,1012633.0,53939.0,26,1658.0,23,60.7,56.6,20.0,13.7,3,3740,29,48.1,Store
CUST01834,39,Female,Bengaluru,2023-07-02,1263171.0,56421.0,6,11605.0,63,63.9,67.9,14.0,10.2,6,2882,39,48.2,Mobile App
CUST00652,22,Male,Chennai,2022-10-24,1316162.0,25691.0,4,5722.0,147,23.5,49.6,2.0,17.3,3,1543,47,0.0,Website
CUST01234,30,Female,Bengaluru,2025-02-02,2081320.0,61062.0,5,13259.0,13,12.2,43.7,3.0,4.9,5,2768,19,17.5,Mobile App
CUST01503,58,Female,Chennai,2023-07-28,595472.0,74975.0,16,5438.0,27,82.2,75.8,12.0,7.7,5,2942,38,65.2,Website
CUST01932,34,Female,Mumbai,2023-06-25,1457999.0,42056.0,22,2348.0,13,26.2,87.0,11.0,7.4,8,2884,39,31.4,Website
CUST00917,39,Male,Delhi,2021-09-10,1635532.0,156118.0,22,7332.0,11,11.5,59.2,16.0,5.2,10,6090,61,81.2,Website
CUST00994,29,Female,Kolkata,2020-08-30,1250834.0,50225.0,13,3932.0,8,58.5,74.3,8.0,4.8,7,2628,73,100.0,Website
CUST00430,66,Male,Mumbai,2024-09-14,401859.0,34886.0,5,6556.0,117,35.6,44.2,3.0,2.5,3,1063,24,1.1,Website
CUST01371,46,Female,Hyderabad,2019-11-20,2624064.0,126857.0,26,6017.0,1,21.3,79.3,12.0,3.2,4,6874,83,56.2,Website
CUST00240,44,Male,Hyderabad,2021-11-26,1177757.0,130628.0,27,5340.0,1,16.2,4.3,18.0,2.0,5,6603,58,61.2,Store
CUST00880,33,Male,Hyderabad,2022-03-04,1529761.0,71494.0,32,1832.0,6,13.1,98.9,21.0,15.2,10,3552,55,62.2,Mobile App
CUST00621,37,Female,Mumbai,2022-11-09,1813111.0,99578.0,10,8843.0,52,8.2,19.3,8.0,3.9,3,5645,46,16.9,Store
CUST00257,27,Female,Pune,2024-03-05,998640.0,9193.0,7,1163.0,48,44.3,25.3,2.0,16.9,3,251,30,1.7,Store
CUST00612,36,Female,Ahmedabad,2023-12-02,1118204.0,76612.0,23,4207.0,14,28.4,100.0,28.0,13.8,5,4591,33,41.7,Website
CUST00545,71,Male,Bengaluru,2022-07-26,1388171.0,154130.0,19,7875.0,17,2.6,62.6,15.0,4.1,10,5907,50,59.9,Mobile App
CUST00772,32,Male,Bengaluru,2022-03-01,1183268.0,77337.0,24,2679.0,21,23.7,84.8,35.0,13.6,3,4480,55,49.4,Website
CUST01420,45,Female,Kolkata,2019-04-06,1035628.0,30734.0,8,3467.0,147,52.4,13.6,0.0,4.5,4,2308,90,28.7,Store
CUST01042,32,Female,Bengaluru,2023-08-14,1216910.0,112172.0,26,4746.0,1,34.5,89.0,37.0,9.6,5,4930,37,61.4,Website
CUST01790,43,Female,Kolkata,2020-09-15,1771782.0,102532.0,28,3736.0,18,15.3,63.8,,9.0,9,5283,73,28.9,Mobile App
CUST00760,27,Male,Delhi,2023-04-18,1081007.0,48576.0,26,1910.0,16,37.4,95.5,23.0,0.9,9,3827,41,39.4,Mobile App
CUST00383,45,Female,Delhi,2021-11-18,2914046.0,117699.0,7,16060.0,75,20.3,65.9,6.0,5.6,4,4938,58,52.1,Website
CUST01104,18,Male,Kolkata,2020-11-09,1451685.0,32547.0,4,7697.0,181,52.1,57.2,2.0,0.0,6,2197,71,13.4,Store
CUST00974,31,Female,Pune,2023-08-23,250000.0,27198.0,3,9415.0,196,28.4,61.3,3.0,0.0,4,1760,37,24.8,Mobile App
CUST00353,28,Male,Chennai,2022-09-27,1051355.0,39554.0,17,2193.0,1,25.3,92.8,31.0,16.1,7,2357,48,34.7,Mobile App
CUST01606,36,Female,Mumbai,2022-01-13,1060772.0,69154.0,15,5160.0,17,53.8,80.7,6.0,11.2,8,3901,56,43.4,Mobile App
CUST01826,38,Female,Bengaluru,2019-10-04,1984814.0,135684.0,26,5642.0,1,3.0,52.5,20.0,7.9,10,6461,84,49.4,Website
CUST01037,20,Male,Delhi,2023-02-12,911149.0,53246.0,15,3899.0,21,61.5,52.6,17.0,13.6,4,2954,43,56.3,Mobile App
CUST01108,23,Female,Hyderabad,2026-08-04,742917.0,25949.0,16,1510.0,28,85.3,63.9,14.0,8.9,2,1518,1,63.2,Store
CUST00495,44,Female,Pune,2020-06-05,2976197.0,74853.0,4,21525.0,72,18.8,55.4,7.0,3.9,3,2815,76,44.3,Website
CUST00394,59,Male,Ahmedabad,2021-12-11,1638344.0,159141.0,3,50849.0,42,8.5,85.8,4.0,2.5,3,4396,57,23.4,Website
CUST01547,30,Female,Bengaluru,2023-02-11,927976.0,45356.0,30,1405.0,22,79.0,79.9,10.0,9.8,5,2703,43,69.5,Website
CUST00465,36,Male,Hyderabad,2024-01-15,1204493.0,43558.0,20,2412.0,17,37.0,80.5,22.0,1.0,4,2981,32,57.0,Mobile App
CUST00887,45,Male,Chennai,2024-10-14,618206.0,63150.0,21,3230.0,29,96.2,50.1,16.0,15.3,5,2634,23,63.7,Website
CUST01194,40,Male,Delhi,2023-04-03,504582.0,34951.0,4,9702.0,155,63.9,58.9,2.0,6.0,1,1444,42,19.2,Store
CUST00367,44,Male,Delhi,2025-10-06,2566332.0,124031.0,7,17343.0,40,10.6,63.9,7.0,0.9,4,4456,11,28.5,Website
CUST01894,27,Male,Mumbai,2021-11-20,1583274.0,113825.0,28,3588.0,10,15.0,19.2,15.0,6.1,9,6324,58,45.1,Store
CUST01874,46,Female,Delhi,2020-07-26,769978.0,24164.0,3,7337.0,149,19.6,48.3,3.0,2.1,4,1829,74,2.7,Website
CUST00745,27,Female,Delhi,2025-03-20,1202680.0,71805.0,23,3954.0,1,34.8,88.0,40.0,5.8,4,3510,18,28.1,Mobile App
CUST00530,45,Female,Pune,2023-10-06,868950.0,49523.0,8,5913.0,11,78.5,96.4,16.0,14.6,4,2855,35,86.3,Mobile App
CUST00803,45,Male,Bengaluru,2026-08-04,1364047.0,3113.0,5,648.0,200,42.5,23.4,0.0,12.8,2,284,1,19.7,Store
CUST01224,25,Male,Ahmedabad,2024-05-31,,39050.0,20,1549.0,12,29.9,97.1,32.0,4.1,8,996,27,69.8,Mobile App
CUST01979,53,Female,Mumbai,2019-10-23,2329446.0,123565.0,10,12681.0,99,18.2,46.0,6.0,4.7,4,5434,84,42.6,Website
CUST01906,43,Female,Delhi,2022-07-13,1023700.0,45254.0,27,1690.0,12,41.4,76.3,,10.8,6,4021,50,26.9,Store
CUST01700,58,Female,Pune,2020-05-31,2363538.0,94276.0,6,14203.0,33,8.1,66.1,11.0,0.0,5,3889,76,11.0,Store
CUST01545,38,Female,Delhi,2021-04-08,1069939.0,69348.0,25,2775.0,11,56.5,82.8,33.0,6.5,5,4302,66,86.2,Website
CUST01314,33,Male,Delhi,2021-10-08,1160223.0,144709.0,17,8432.0,19,17.0,61.4,13.0,6.0,10,6509,60,21.4,Mobile App
CUST00307,33,Male,Chennai,2024-12-30,739937.0,46729.0,31,1368.0,21,67.3,100.0,15.0,2.1,8,2970,20,81.6,Mobile App
CUST01667,46,Female,Chennai,2019-05-23,,36890.0,5,6742.0,102,40.4,37.7,4.0,1.6,3,2058,89,13.6,Store
CUST00863,37,Female,Chennai,2020-06-17,3334849.0,115933.0,6,20250.0,48,21.9,79.1,8.0,5.6,3,6377,76,14.6,Website
CUST01567,41,Male,Pune,2022-01-12,1947517.0,55747.0,27,2121.0,10,10.9,30.4,14.0,0.4,12,4061,56,24.1,Store
CUST00531,36,Female,Bengaluru,2025-03-18,3365228.0,123956.0,7,16831.0,1,18.4,45.3,7.0,6.2,3,4635,18,29.2,Store
CUST00655,26,Male,Chennai,2017-08-12,555480.0,33476.0,4,6999.0,117,58.4,35.4,4.0,13.6,3,2103,110,0.0,Mobile App
CUST01260,46,Female,Hyderabad,2026-06-24,932926.0,28780.0,9,3350.0,153,32.6,55.6,7.0,11.9,4,1088,2,15.5,Mobile App
CUST00234,34,Female,Bengaluru,2024-02-06,1602192.0,77808.0,24,3262.0,19,29.7,90.9,28.0,13.9,7,4734,31,34.2,Mobile App
CUST00121,38,Male,Pune,2025-01-18,827581.0,75102.0,17,4256.0,15,25.0,96.2,22.0,11.0,7,4001,20,27.9,Mobile App
CUST01698,47,Female,Hyderabad,2021-03-23,3651706.0,116132.0,7,14477.0,52,15.8,43.5,4.0,2.6,5,5184,66,9.3,Website
CUST00950,36,Female,Bengaluru,2021-02-25,819654.0,71926.0,20,3950.0,52,82.6,13.2,13.0,3.6,4,3249,67,62.4,Store
CUST00618,35,Female,Delhi,2023-11-18,1172328.0,62154.0,10,6669.0,13,75.3,63.2,13.0,10.0,5,2382,34,85.8,Mobile App
CUST01179,45,Female,Chennai,2025-03-17,515654.0,42409.0,24,1829.0,16,80.6,73.2,15.0,18.1,6,2653,18,77.6,Mobile App
CUST00308,33,Female,Mumbai,2025-11-05,966667.0,81004.0,28,2940.0,15,57.4,98.0,28.0,8.0,7,3967,10,46.6,Website
CUST00136,35,Male,Mumbai,2022-05-24,1328134.0,106199.0,28,3781.0,1,13.5,67.0,12.0,9.4,7,4997,52,62.2,Website
CUST00555,37,Male,Pune,2021-02-06,2125921.0,84843.0,31,2750.0,11,10.5,28.4,10.0,8.6,8,4222,68,,Store
CUST01674,55,Male,Chennai,2021-12-19,1747675.0,115824.0,33,3519.0,13,11.1,58.6,22.0,5.9,10,6436,57,71.3,Store
CUST00584,20,Female,Chennai,2022-05-30,1199213.0,47833.0,12,4585.0,19,68.0,71.0,17.0,11.4,2,2575,52,66.5,Store
CUST01641,59,Female,Chennai,2023-07-28,1747815.0,89116.0,3,27867.0,77,23.7,46.2,11.0,10.2,4,3778,38,44.2,Store
CUST00671,37,Female,Hyderabad,2020-02-24,920264.0,146589.0,24,8276.0,17,6.8,95.9,19.0,1.9,8,7250,79,51.6,Website
CUST00835,61,Male,Pune,2023-07-25,2471341.0,105948.0,5,16594.0,33,4.6,38.6,6.0,8.2,6,4578,38,39.5,Store
CUST00110,38,Male,Ahmedabad,2024-02-15,1005390.0,31829.0,1,28652.0,245,45.9,42.7,4.0,9.6,3,1041,31,9.8,Website
CUST01165,46,Male,Bengaluru,2023-12-21,1621410.0,158287.0,28,4308.0,14,4.9,45.8,17.0,1.8,8,7794,33,55.1,Store
CUST01960,29,Female,Pune,2024-08-17,1137609.0,79400.0,22,3329.0,8,23.4,95.6,14.0,13.7,7,3879,25,52.3,Website
CUST01465,43,Male,Pune,2022-03-06,985056.0,75825.0,17,3841.0,20,34.3,89.7,25.0,1.1,7,2126,55,34.4,Website
CUST01729,62,Male,Delhi,2022-06-17,1601859.0,92122.0,38,2213.0,20,0.6,37.1,16.0,5.1,6,5508,51,55.8,Store
CUST01243,34,Female,Chennai,2024-07-07,829395.0,54076.0,20,2703.0,37,73.2,41.2,23.0,11.7,6,2920,26,52.9,Website
CUST00212,31,Male,Ahmedabad,2026-07-29,1031697.0,69326.0,18,4133.0,3,33.4,93.2,29.0,2.4,5,3310,1,57.0,Mobile App
CUST01768,55,Male,Mumbai,2021-06-12,860002.0,97652.0,30,2911.0,1,5.4,49.6,11.0,6.9,10,5317,64,70.8,Mobile App
CUST01121,19,Female,Chennai,2025-02-01,566047.0,50247.0,13,3991.0,10,19.9,80.2,27.0,7.1,3,2330,19,46.8,Website
CUST00680,35,Female,Bengaluru,2025-03-18,1412944.0,40764.0,24,1673.0,40,56.2,61.6,10.0,11.9,6,3443,18,90.1,Website
CUST01951,30,Male,Chennai,2021-01-09,484059.0,29968.0,6,5151.0,73,36.4,46.2,2.0,3.5,6,1020,69,6.9,Mobile App
CUST01839,51,Female,Chennai,2023-07-05,2973674.0,77545.0,4,20583.0,41,17.6,24.1,10.0,4.9,5,3707,38,51.5,Store
CUST00412,18,Male,Hyderabad,2025-09-20,1334123.0,42150.0,16,2797.0,18,47.8,90.9,31.0,9.2,7,2738,12,57.0,Mobile App
CUST01325,49,Male,Kolkata,2025-01-01,632207.0,56704.0,19,3001.0,9,60.7,30.1,8.0,13.1,3,2728,20,,Store
CUST00783,29,Male,Hyderabad,2022-06-04,1104442.0,98180.0,23,4277.0,26,35.0,94.8,31.0,4.1,5,3931,52,21.7,Website
CUST01346,29,Female,Chennai,2025-08-17,816684.0,55112.0,24,2340.0,23,37.4,88.3,37.0,1.1,6,2969,13,44.7,Mobile App
CUST00875,20,Female,Mumbai,2023-01-29,2053734.0,102048.0,7,16454.0,91,7.1,55.2,10.0,11.0,5,4607,44,10.2,Website
CUST01653,18,Female,Bengaluru,2023-05-13,930731.0,60064.0,14,4370.0,59,80.0,42.8,17.0,10.5,6,3357,40,78.6,Store
CUST01279,18,Female,Ahmedabad,2022-03-14,567036.0,13413.0,5,2023.0,147,64.5,1.9,3.0,6.1,4,894,54,22.7,Store
CUST00786,32,Female,Chennai,2023-05-28,1011862.0,48834.0,8,6517.0,25,84.7,90.9,9.0,10.1,6,2495,40,69.7,Mobile App
CUST01819,32,Male,Hyderabad,2024-07-13,,48568.0,30,1736.0,16,28.3,88.8,40.0,10.8,9,3170,26,56.9,Website
